taxonid,scientific_name,subspecies,rank,subpopulation,category
3419,Cacajao calvus ssp. calvus,calvus,ssp.,NA,VU
3421,Cacajao calvus ssp. novaesi,novaesi,ssp.,NA,VU
3422,Cacajao calvus ssp. rubicundus,rubicundus,ssp.,NA,VU
3420,Cacajao calvus ssp. ucayalii,ucayalii,ssp.,NA,VU
136640,Cacajao hosomi,NA,NA,NA,VU
70558706,Cacajao melanocephalus,NA,NA,NA,LC
136419,Cacajao melanocephalus ssp. ayresi,ayresi,ssp.,NA,VU
40521,Caenolestes caniventer,NA,NA,NA,NT
136743,Caenolestes condorensis,NA,NA,NA,VU
40522,Caenolestes convelatus,NA,NA,NA,VU
41506,Caenolestes fuliginosus,NA,NA,NA,LC
51222063,Caenolestes sangay,NA,NA,NA,VU
3519,Calcochloris obtusirostris,NA,NA,NA,LC
4767,Calcochloris tytonis,NA,NA,NA,DD
41584,Callibella humilis,NA,NA,NA,LC
39929,Callicebus barbarabrownae,NA,NA,NA,CR
39954,Callicebus coimbrai,NA,NA,NA,EN
39930,Callicebus melanochir,NA,NA,NA,VU
39943,Callicebus nigrifrons,NA,NA,NA,NT
3555,Callicebus personatus,NA,NA,NA,VU
3564,Callimico goeldii,NA,NA,NA,VU
6985,Callistomys pictus,NA,NA,NA,EN
3570,Callithrix aurita,NA,NA,NA,VU
3571,Callithrix flaviceps,NA,NA,NA,EN
3572,Callithrix geoffroyi,NA,NA,NA,LC
41518,Callithrix jacchus,NA,NA,NA,LC
3575,Callithrix kuhlii,NA,NA,NA,NT
41519,Callithrix penicillata,NA,NA,NA,LC
3590,Callorhinus ursinus,NA,NA,NA,VU
3591,Callosciurus adamsi,NA,NA,NA,NT
3592,Callosciurus albescens,NA,NA,NA,DD
3593,Callosciurus baluensis,NA,NA,NA,LC
3594,Callosciurus caniceps,NA,NA,NA,LC
3595,Callosciurus erythraeus,NA,NA,NA,LC
3596,Callosciurus finlaysonii,NA,NA,NA,LC
3597,Callosciurus inornatus,NA,NA,NA,LC
3598,Callosciurus melanogaster,NA,NA,NA,VU
3599,Callosciurus nigrovittatus,NA,NA,NA,NT
3600,Callosciurus notatus,NA,NA,NA,LC
3601,Callosciurus orestes,NA,NA,NA,LC
3602,Callosciurus phayrei,NA,NA,NA,LC
3603,Callosciurus prevostii,NA,NA,NA,LC
3604,Callosciurus pygerythrus,NA,NA,NA,LC
3605,Callosciurus quinquestriatus,NA,NA,NA,NT
42468,Callospermophilus lateralis,NA,NA,NA,LC
20485,Callospermophilus madrensis,NA,NA,NA,NT
42562,Callospermophilus saturatus,NA,NA,NA,LC
3609,Calomys boliviae,NA,NA,NA,LC
3610,Calomys callidus,NA,NA,NA,LC
3611,Calomys callosus,NA,NA,NA,LC
3618,Calomyscus bailwardi,NA,NA,NA,LC
3619,Calomyscus baluchi,NA,NA,NA,LC
136377,Calomyscus elburzensis,NA,NA,NA,LC
136252,Calomyscus grandis,NA,NA,NA,DD
3620,Calomyscus hotsoni,NA,NA,NA,LC
3621,Calomyscus mystax,NA,NA,NA,LC
3622,Calomyscus tsolovi,NA,NA,NA,DD
3623,Calomyscus urartensis,NA,NA,NA,LC
136689,Calomys expulsus,NA,NA,NA,LC
136737,Calomys fecundus,NA,NA,NA,LC
3612,Calomys hummelincki,NA,NA,NA,LC
3613,Calomys laucha,NA,NA,NA,LC
3614,Calomys lepidus,NA,NA,NA,LC
3615,Calomys musculinus,NA,NA,NA,LC
3616,Calomys sorellus,NA,NA,NA,LC
3617,Calomys tener,NA,NA,NA,LC
136679,Calomys tocantinsi,NA,NA,NA,LC
136304,Calomys venustus,NA,NA,NA,LC
3626,Caloprymnus campestris,NA,NA,NA,EX
3650,Caluromys derbianus,NA,NA,NA,LC
3651,Caluromysiops irrupta,NA,NA,NA,LC
3648,Caluromys lanatus,NA,NA,NA,LC
3649,Caluromys philander,NA,NA,NA,LC
4703,Calyptophractus retusus,NA,NA,NA,DD
63543,Camelus ferus,NA,NA,NA,CR
3753,Canis adustus,NA,NA,NA,LC
118264161,Canis aureus,NA,NA,NA,LC
3745,Canis latrans,NA,NA,NA,LC
3746,Canis lupus,NA,NA,NA,LC
41585,Canis lupus ssp. dingo,dingo,ssp.,NA,VU
3755,Canis mesomelas,NA,NA,NA,LC
3747,Canis rufus,NA,NA,NA,CR
3748,Canis simensis,NA,NA,NA,EN
3759,Cannomys badius,NA,NA,NA,LC
3760,Cansumys canus,NA,NA,NA,LC
3778,Caperea marginata,NA,NA,NA,LC
3786,Capra aegagrus,NA,NA,NA,VU
3794,Capra caucasica,NA,NA,NA,EN
3795,Capra cylindricornis,NA,NA,NA,NT
3787,Capra falconeri,NA,NA,NA,NT
42397,Capra ibex,NA,NA,NA,LC
3796,Capra nubiana,NA,NA,NA,VU
3798,Capra pyrenaica,NA,NA,NA,LC
42398,Capra sibirica,NA,NA,NA,LC
3797,Capra walie,NA,NA,NA,EN
42395,Capreolus capreolus,NA,NA,NA,LC
42396,Capreolus pygargus,NA,NA,NA,LC
3811,Capricornis crispus,NA,NA,NA,LC
3814,Capricornis milneedwardsii,NA,NA,NA,NT
3815,Capricornis rubidus,NA,NA,NA,NT
3812,Capricornis sumatraensis,NA,NA,NA,VU
3810,Capricornis swinhoei,NA,NA,NA,LC
3816,Capricornis thar,NA,NA,NA,NT
3833,Caprolagus hispidus,NA,NA,NA,EN
3842,Capromys pilorides,NA,NA,NA,LC
18306,Caracal aurata,NA,NA,NA,VU
3847,Caracal caracal,NA,NA,NA,LC
3858,Cardiocranius paradoxus,NA,NA,NA,DD
3859,Cardioderma cor,NA,NA,NA,LC
3903,Carollia brevicauda,NA,NA,NA,LC
88110411,Carollia castanea,NA,NA,NA,LC
136782,Carollia manu,NA,NA,NA,LC
3905,Carollia perspicillata,NA,NA,NA,LC
136268,Carollia sowelli,NA,NA,NA,LC
3906,Carollia subrufa,NA,NA,NA,LC
40596,Carpitalpa arendsi,NA,NA,NA,VU
3917,Carpomys melanurus,NA,NA,NA,DD
3916,Carpomys phaeurus,NA,NA,NA,LC
3921,Carterodon sulcidens,NA,NA,NA,DD
7799,Caryomys eva,NA,NA,NA,LC
7800,Caryomys inez,NA,NA,NA,LC
3999,Casinycteris argynnis,NA,NA,NA,LC
84455300,Casinycteris campomaanensis,NA,NA,NA,DD
4003,Castor canadensis,NA,NA,NA,LC
4007,Castor fiber,NA,NA,NA,LC
4015,Catagonus wagneri,NA,NA,NA,EN
4037,Catopuma badia,NA,NA,NA,EN
4038,Catopuma temminckii,NA,NA,NA,NT
86257782,Cavia aperea,NA,NA,NA,LC
4065,Cavia fulgida,NA,NA,NA,LC
136520,Cavia intermedia,NA,NA,NA,CR
4066,Cavia magna,NA,NA,NA,LC
86263590,Cavia patzelti,NA,NA,NA,DD
4068,Cavia tschudii,NA,NA,NA,LC
41535,Cebuella pygmaea,NA,NA,NA,LC
136865,Cebuella pygmaea ssp. niveiventris,niveiventris,ssp.,NA,LC
136926,Cebuella pygmaea ssp. pygmaea,pygmaea,ssp.,NA,LC
4081,Cebus aequatorialis,NA,NA,NA,CR
39951,Cebus albifrons,NA,NA,NA,LC
43940,Cebus brunneus,NA,NA,NA,LC
43934,Cebus capucinus ssp. capucinus,capucinus,ssp.,NA,LC
4087,Cebus capucinus ssp. curtus,curtus,ssp.,NA,VU
43941,Cebus castaneus,NA,NA,NA,LC
4082,Cebus cesarae,NA,NA,NA,DD
4075,Cebus cuscinus,NA,NA,NA,NT
40019,Cebus kaapori,NA,NA,NA,CR
4084,Cebus malitiosus,NA,NA,NA,EN
39952,Cebus versicolor,NA,NA,NA,EN
136350,Centronycteris centralis,NA,NA,NA,LC
4112,Centronycteris maximiliani,NA,NA,NA,LC
4133,Centurio senex,NA,NA,NA,LC
4137,Cephalophus adersi,NA,NA,NA,VU
4138,Cephalophus callipygus,NA,NA,NA,LC
4139,Cephalophus dorsalis,NA,NA,NA,NT
4154,Cephalophus harveyi,NA,NA,NA,LC
4140,Cephalophus jentinki,NA,NA,NA,EN
4141,Cephalophus leucogaster,NA,NA,NA,NT
4144,Cephalophus natalensis,NA,NA,NA,LC
4145,Cephalophus niger,NA,NA,NA,LC
4146,Cephalophus nigrifrons,NA,NA,NA,LC
4147,Cephalophus nigrifrons ssp. rubidus,rubidus,ssp.,NA,EN
4148,Cephalophus ogilbyi,NA,NA,NA,LC
136902,Cephalophus ogilbyi ssp. brookei,brookei,ssp.,NA,VU
4155,Cephalophus ogilbyi ssp. crusalbum,crusalbum,ssp.,NA,NT
136878,Cephalophus ogilbyi ssp. ogilbyi,ogilbyi,ssp.,NA,VU
4149,Cephalophus rufilatus,NA,NA,NA,LC
4150,Cephalophus silvicultor,NA,NA,NA,NT
4151,Cephalophus spadix,NA,NA,NA,EN
4152,Cephalophus weynsi,NA,NA,NA,LC
4153,Cephalophus zebra,NA,NA,NA,VU
4159,Cephalorhynchus commersonii,NA,NA,NA,LC
4160,Cephalorhynchus eutropia,NA,NA,NA,NT
4161,Cephalorhynchus heavisidii,NA,NA,NA,NT
4162,Cephalorhynchus hectori,NA,NA,NA,EN
39427,Cephalorhynchus hectori ssp. maui,maui,ssp.,NA,CR
4185,Ceratotherium simum,NA,NA,NA,NT
4183,Ceratotherium simum ssp. cottoni,cottoni,ssp.,NA,CR
39317,Ceratotherium simum ssp. simum,simum,ssp.,NA,NT
4192,Cercartetus caudatus,NA,NA,NA,LC
40576,Cercartetus concinnus,NA,NA,NA,LC
40577,Cercartetus lepidus,NA,NA,NA,LC
40578,Cercartetus nanus,NA,NA,NA,LC
136615,Cercocebus agilis,NA,NA,NA,LC
136933,Cercocebus atys,NA,NA,NA,NT
4207,Cercocebus chrysogaster,NA,NA,NA,DD
4200,Cercocebus galeritus,NA,NA,NA,EN
4206,Cercocebus lunulatus,NA,NA,NA,EN
4203,Cercocebus sanjei,NA,NA,NA,EN
4201,Cercocebus torquatus,NA,NA,NA,VU
4212,Cercopithecus ascanius,NA,NA,NA,LC
136869,Cercopithecus ascanius ssp. atrinasus,atrinasus,ssp.,NA,DD
136917,Cercopithecus ascanius ssp. schmidti,schmidti,ssp.,NA,LC
136930,Cercopithecus campbelli,NA,NA,NA,LC
4214,Cercopithecus cephus,NA,NA,NA,LC
136882,Cercopithecus cephus ssp. cephus,cephus,ssp.,NA,LC
40011,Cercopithecus cephus ssp. ngottoensis,ngottoensis,ssp.,NA,DD
136885,Cercopithecus denti,NA,NA,NA,LC
4245,Cercopithecus diana,NA,NA,NA,VU
4216,Cercopithecus dryas,NA,NA,NA,CR
4217,Cercopithecus erythrogaster,NA,NA,NA,VU
40003,Cercopithecus erythrogaster ssp. erythrogaster,erythrogaster,ssp.,NA,EN
40004,Cercopithecus erythrogaster ssp. pococki,pococki,ssp.,NA,VU
4218,Cercopithecus erythrotis,NA,NA,NA,VU
136851,Cercopithecus erythrotis ssp. camerunensis,camerunensis,ssp.,NA,VU
4235,Cercopithecus erythrotis ssp. erythrotis,erythrotis,ssp.,NA,VU
4219,Cercopithecus hamlyni,NA,NA,NA,VU
136931,Cercopithecus lowei,NA,NA,NA,LC
4221,Cercopithecus mitis,NA,NA,NA,LC
40645,Cercopithecus mitis ssp. albogularis,albogularis,ssp.,NA,LC
39990,Cercopithecus mitis ssp. albotorquatus,albotorquatus,ssp.,NA,VU
136901,Cercopithecus mitis ssp. boutourlinii,boutourlinii,ssp.,NA,VU
136861,Cercopithecus mitis ssp. doggetti,doggetti,ssp.,NA,LC
136887,Cercopithecus mitis ssp. erythrarchus,erythrarchus,ssp.,NA,LC
136877,Cercopithecus mitis ssp. heymansi,heymansi,ssp.,NA,NT
4236,Cercopithecus mitis ssp. kandti,kandti,ssp.,NA,EN
136927,Cercopithecus mitis ssp. kolbi,kolbi,ssp.,NA,LC
41245,Cercopithecus mitis ssp. labiatus,labiatus,ssp.,NA,VU
136943,Cercopithecus mitis ssp. mitis,mitis,ssp.,NA,DD
136864,Cercopithecus mitis ssp. moloneyi,moloneyi,ssp.,NA,LC
136942,Cercopithecus mitis ssp. monoides,monoides,ssp.,NA,LC
136850,Cercopithecus mitis ssp. opisthostictus,opisthostictus,ssp.,NA,LC
39991,Cercopithecus mitis ssp. stuhlmanni,stuhlmanni,ssp.,NA,LC
136925,Cercopithecus mitis ssp. zammaronoi,zammaronoi,ssp.,NA,CR
4222,Cercopithecus mona,NA,NA,NA,LC
4223,Cercopithecus neglectus,NA,NA,NA,LC
4224,Cercopithecus nictitans,NA,NA,NA,LC
136922,Cercopithecus nictitans ssp. nictitans,nictitans,ssp.,NA,LC
4225,Cercopithecus petaurista,NA,NA,NA,LC
136910,Cercopithecus petaurista ssp. buettikoferi,buettikoferi,ssp.,NA,LC
136905,Cercopithecus petaurista ssp. petaurista,petaurista,ssp.,NA,LC
136907,Cercopithecus pogonias ssp. grayi,grayi,ssp.,NA,LC
136940,Cercopithecus pogonias ssp. nigripes,nigripes,ssp.,NA,LC
4239,Cercopithecus pogonias ssp. pogonias,pogonias,ssp.,NA,VU
4232,Cercopithecus roloway,NA,NA,NA,EN
4229,Cercopithecus sclateri,NA,NA,NA,VU
136938,Cercopithecus wolfi ssp. elegans,elegans,ssp.,NA,NT
40646,Cercopithecus wolfi ssp. wolfi,wolfi,ssp.,NA,LC
4248,Cerdocyon thous,NA,NA,NA,LC
136276,Cerradomys maracajuensis,NA,NA,NA,LC
136511,Cerradomys marinhus,NA,NA,NA,DD
114955348,Cerradomys scotti,NA,NA,NA,LC
15614,Cerradomys subflavus,NA,NA,NA,LC
4256,Cervus albirostris,NA,NA,NA,VU
55997823,Cervus canadensis,NA,NA,NA,LC
55997072,Cervus elaphus,NA,NA,NA,LC
4261,Cervus hanglu,NA,NA,NA,LC
113259123,Cervus hanglu ssp. hanglu,hanglu,ssp.,NA,CR
41788,Cervus nippon,NA,NA,NA,LC
136547,Chacodelphys formosa,NA,NA,NA,NT
4305,Chaerephon aloysiisabaudiae,NA,NA,NA,LC
4306,Chaerephon ansorgei,NA,NA,NA,LC
67360705,Chaerephon atsinanana,NA,NA,NA,LC
4307,Chaerephon bemmeleni,NA,NA,NA,LC
4308,Chaerephon bivittatus,NA,NA,NA,LC
4309,Chaerephon bregullae,NA,NA,NA,EN
4310,Chaerephon chapini,NA,NA,NA,LC
4311,Chaerephon gallagheri,NA,NA,NA,DD
4312,Chaerephon jobensis,NA,NA,NA,LC
136393,Chaerephon jobimena,NA,NA,NA,LC
4313,Chaerephon johorensis,NA,NA,NA,VU
4314,Chaerephon major,NA,NA,NA,LC
4315,Chaerephon nigeriae,NA,NA,NA,LC
4316,Chaerephon plicatus,NA,NA,NA,LC
4317,Chaerephon pumilus,NA,NA,NA,LC
4319,Chaerephon russatus,NA,NA,NA,DD
4320,Chaerephon solomonis,NA,NA,NA,LC
4321,Chaerephon tomensis,NA,NA,NA,EN
4322,Chaeropus ecaudatus,NA,NA,NA,EX
6860,Chaetocauda sichuanensis,NA,NA,NA,DD
96812094,Chaetodipus ammophilus,NA,NA,NA,NT
136421,Chaetodipus ammophilus ssp. dalquesti,dalquesti,ssp.,NA,VU
92459293,Chaetodipus arenarius,NA,NA,NA,LC
4327,Chaetodipus artus,NA,NA,NA,LC
4328,Chaetodipus baileyi,NA,NA,NA,LC
4329,Chaetodipus californicus,NA,NA,NA,LC
136606,Chaetodipus eremicus,NA,NA,NA,LC
4330,Chaetodipus fallax,NA,NA,NA,LC
4331,Chaetodipus formosus,NA,NA,NA,LC
4332,Chaetodipus goldmani,NA,NA,NA,NT
4333,Chaetodipus hispidus,NA,NA,NA,LC
4334,Chaetodipus intermedius,NA,NA,NA,LC
136361,Chaetodipus lineatus,NA,NA,NA,DD
4335,Chaetodipus nelsoni,NA,NA,NA,LC
4336,Chaetodipus penicillatus,NA,NA,NA,LC
4337,Chaetodipus pernix,NA,NA,NA,LC
136837,Chaetodipus rudinoris,NA,NA,NA,LC
92461708,Chaetodipus siccus,NA,NA,NA,LC
4338,Chaetodipus spinatus,NA,NA,NA,LC
4366,Chaetomys subspinosus,NA,NA,NA,VU
89604632,Chaetophractus vellerosus,NA,NA,NA,LC
4369,Chaetophractus villosus,NA,NA,NA,LC
4414,Chalinolobus dwyeri,NA,NA,NA,NT
4417,Chalinolobus gouldii,NA,NA,NA,LC
4419,Chalinolobus morio,NA,NA,NA,LC
4420,Chalinolobus neocaledonicus,NA,NA,NA,EN
4421,Chalinolobus nigrogriseus,NA,NA,NA,LC
4422,Chalinolobus picatus,NA,NA,NA,NT
4425,Chalinolobus tuberculatus,NA,NA,NA,VU
136235,Cheirogaleus crossleyi,NA,NA,NA,DD
54778911,Cheirogaleus major,NA,NA,NA,DD
54778866,Cheirogaleus medius,NA,NA,NA,LC
136800,Cheirogaleus minusculus,NA,NA,NA,DD
41576,Cheirogaleus sibreei,NA,NA,NA,CR
4600,Cheiromeles parvidens,NA,NA,NA,LC
4601,Cheiromeles torquatus,NA,NA,NA,LC
4603,Chelemys macronyx,NA,NA,NA,LC
4604,Chelemys megalonyx,NA,NA,NA,NT
41564,Cheracebus lucifer,NA,NA,NA,LC
41563,Cheracebus lugens,NA,NA,NA,LC
39944,Cheracebus medemi,NA,NA,NA,VU
41565,Cheracebus purinus,NA,NA,NA,LC
41566,Cheracebus regulus,NA,NA,NA,LC
41562,Cheracebus torquatus,NA,NA,NA,LC
136775,Chibchanomys orcesi,NA,NA,NA,DD
4627,Chibchanomys trichotis,NA,NA,NA,DD
4634,Chilomys instans,NA,NA,NA,LC
88088852,Chilonatalus micropus,NA,NA,NA,VU
14361,Chilonatalus tumidifrons,NA,NA,NA,NT
4647,Chimarrogale hantu,NA,NA,NA,NT
40614,Chimarrogale himalayica,NA,NA,NA,LC
4648,Chimarrogale phaeura,NA,NA,NA,EN
40615,Chimarrogale platycephalus,NA,NA,NA,LC
40616,Chimarrogale styani,NA,NA,NA,LC
4649,Chimarrogale sumatrana,NA,NA,NA,DD
4651,Chinchilla chinchilla,NA,NA,NA,EN
4652,Chinchilla lanigera,NA,NA,NA,EN
4655,Chinchillula sahamae,NA,NA,NA,LC
4658,Chionomys gud,NA,NA,NA,LC
4659,Chionomys nivalis,NA,NA,NA,LC
4660,Chionomys roberti,NA,NA,NA,LC
4664,Chiroderma doriae,NA,NA,NA,LC
4665,Chiroderma improvisum,NA,NA,NA,EN
4666,Chiroderma salvini,NA,NA,NA,LC
4667,Chiroderma trinitatum,NA,NA,NA,LC
4668,Chiroderma villosum,NA,NA,NA,LC
88108434,Chiroderma vizzotoi,NA,NA,NA,DD
4669,Chiromyscus chiropus,NA,NA,NA,LC
4670,Chironax melanocephalus,NA,NA,NA,LC
4671,Chironectes minimus,NA,NA,NA,LC
4679,Chiropodomys calamianensis,NA,NA,NA,DD
4680,Chiropodomys gliroides,NA,NA,NA,LC
4681,Chiropodomys karlkoopmani,NA,NA,NA,VU
4682,Chiropodomys major,NA,NA,NA,LC
4683,Chiropodomys muroides,NA,NA,NA,DD
4684,Chiropodomys pusillus,NA,NA,NA,DD
4685,Chiropotes albinasus,NA,NA,NA,EN
43891,Chiropotes chiropotes,NA,NA,NA,LC
39956,Chiropotes satanas,NA,NA,NA,CR
43892,Chiropotes utahickae,NA,NA,NA,EN
4691,Chiruromys forbesi,NA,NA,NA,LC
4692,Chiruromys lamia,NA,NA,NA,LC
4693,Chiruromys vates,NA,NA,NA,LC
4704,Chlamyphorus truncatus,NA,NA,NA,DD
4233,Chlorocebus aethiops,NA,NA,NA,LC
136291,Chlorocebus cynosuros,NA,NA,NA,LC
4240,Chlorocebus djamdjamensis,NA,NA,NA,VU
136271,Chlorocebus pygerythrus,NA,NA,NA,LC
136265,Chlorocebus sabaeus,NA,NA,NA,LC
136208,Chlorocebus tantalus,NA,NA,NA,LC
4768,Chlorotalpa duthieae,NA,NA,NA,VU
4766,Chlorotalpa sclateri,NA,NA,NA,LC
136259,Chodsigoa caovansunga,NA,NA,NA,DD
41430,Chodsigoa hypsibia,NA,NA,NA,LC
41431,Chodsigoa lamula,NA,NA,NA,LC
41435,Chodsigoa parca,NA,NA,NA,LC
136298,Chodsigoa parva,NA,NA,NA,DD
20416,Chodsigoa salenskii,NA,NA,NA,DD
41436,Chodsigoa smithii,NA,NA,NA,NT
136760,Chodsigoa sodalis,NA,NA,NA,DD
4772,Choeroniscus godmani,NA,NA,NA,LC
4774,Choeroniscus minor,NA,NA,NA,LC
4775,Choeroniscus periosus,NA,NA,NA,VU
4776,Choeronycteris mexicana,NA,NA,NA,NT
10032,Choeropsis liberiensis,NA,NA,NA,EN
4777,Choloepus didactylus,NA,NA,NA,LC
4778,Choloepus hoffmanni,NA,NA,NA,LC
4806,Chrotogale owstoni,NA,NA,NA,EN
4807,Chrotomys gonzalesi,NA,NA,NA,NT
4808,Chrotomys mindorensis,NA,NA,NA,LC
136388,Chrotomys sibuyanensis,NA,NA,NA,DD
4092,Chrotomys silaceus,NA,NA,NA,LC
4810,Chrotomys whiteheadi,NA,NA,NA,LC
4811,Chrotopterus auritus,NA,NA,NA,LC
40600,Chrysochloris asiatica,NA,NA,NA,LC
40601,Chrysochloris stuhlmanni,NA,NA,NA,LC
4812,Chrysochloris visagiei,NA,NA,NA,DD
4819,Chrysocyon brachyurus,NA,NA,NA,NT
4828,Chrysospalax trevelyani,NA,NA,NA,EN
4829,Chrysospalax villosus,NA,NA,NA,VU
44787,Cistugo lesueuri,NA,NA,NA,LC
44788,Cistugo seabrae,NA,NA,NA,LC
41695,Civettictis civetta,NA,NA,NA,LC
4983,Cloeotis percivali,NA,NA,NA,LC
4989,Clyomys laticeps,NA,NA,NA,LC
112464492,Coccymys ruemmleri,NA,NA,NA,LC
112393452,Coccymys shawmayeri,NA,NA,NA,LC
5074,Coelops frithii,NA,NA,NA,LC
5076,Coelops robinsoni,NA,NA,NA,VU
5075,Coelops robinsoni ssp. hirsutus,hirsutus,ssp.,NA,DD
87411473,Coendou baturitensis,NA,NA,NA,DD
5083,Coendou bicolor,NA,NA,NA,LC
136597,Coendou ichillus,NA,NA,NA,DD
20631,Coendou insidiosus,NA,NA,NA,LC
136738,Coendou melanurus,NA,NA,NA,LC
20629,Coendou mexicanus,NA,NA,NA,LC
5084,Coendou nycthemera,NA,NA,NA,DD
101228458,Coendou prehensilis,NA,NA,NA,LC
136485,Coendou pruinosus,NA,NA,NA,LC
136702,Coendou quichua,NA,NA,NA,DD
136518,Coendou roosmalenorum,NA,NA,NA,DD
7010,Coendou rufescens,NA,NA,NA,LC
46205559,Coendou speratus,NA,NA,NA,EN
20630,Coendou spinosus,NA,NA,NA,LC
20633,Coendou vestitus,NA,NA,NA,DD
5113,Coleura afra,NA,NA,NA,LC
80221085,Coleura kibomalandy,NA,NA,NA,DD
5112,Coleura seychellensis,NA,NA,NA,CR
5142,Colobus angolensis,NA,NA,NA,LC
136929,Colobus angolensis ssp. angolensis,angolensis,ssp.,NA,LC
136935,Colobus angolensis ssp. cordieri,cordieri,ssp.,NA,NT
136923,Colobus angolensis ssp. cottoni,cottoni,ssp.,NA,LC
5148,Colobus angolensis ssp. palliatus,palliatus,ssp.,NA,LC
5149,Colobus angolensis ssp. prigoginei,prigoginei,ssp.,NA,EN
5147,Colobus angolensis ssp. ruwenzorii,ruwenzorii,ssp.,NA,VU
5143,Colobus guereza,NA,NA,NA,LC
136858,Colobus guereza ssp. caudatus,caudatus,ssp.,NA,LC
136880,Colobus guereza ssp. dodingae,dodingae,ssp.,NA,DD
5150,Colobus guereza ssp. gallarum,gallarum,ssp.,NA,DD
136896,Colobus guereza ssp. guereza,guereza,ssp.,NA,LC
136883,Colobus guereza ssp. kikuyuensis,kikuyuensis,ssp.,NA,LC
136846,Colobus guereza ssp. matschiei,matschiei,ssp.,NA,DD
136891,Colobus guereza ssp. occidentalis,occidentalis,ssp.,NA,LC
40007,Colobus guereza ssp. percivali,percivali,ssp.,NA,EN
5144,Colobus polykomos,NA,NA,NA,VU
5145,Colobus satanas,NA,NA,NA,VU
40012,Colobus satanas ssp. anthracinus,anthracinus,ssp.,NA,VU
40008,Colobus satanas ssp. satanas,satanas,ssp.,NA,EN
5146,Colobus vellerosus,NA,NA,NA,VU
5151,Colomys goslingi,NA,NA,NA,LC
41458,Condylura cristata,NA,NA,NA,LC
41630,Conepatus chinga,NA,NA,NA,LC
41631,Conepatus humboldtii,NA,NA,NA,LC
41632,Conepatus leuconotus,NA,NA,NA,LC
41633,Conepatus semistriatus,NA,NA,NA,LC
136343,Congosorex phillipsorum,NA,NA,NA,CR
5221,Congosorex polli,NA,NA,NA,DD
44935,Congosorex verheyeni,NA,NA,NA,LC
5223,Conilurus albipes,NA,NA,NA,EX
75927841,Conilurus capricornensis,NA,NA,NA,EX
5224,Conilurus penicillatus,NA,NA,NA,VU
5228,Connochaetes gnou,NA,NA,NA,LC
5229,Connochaetes taurinus,NA,NA,NA,LC
41527,Cormura brevirostris,NA,NA,NA,LC
17599,Corynorhinus mexicanus,NA,NA,NA,NT
17600,Corynorhinus rafinesquii,NA,NA,NA,LC
17598,Corynorhinus townsendii,NA,NA,NA,LC
5414,Coryphomys buehleri,NA,NA,NA,EX
5481,Craseonycteris thonglongyai,NA,NA,NA,VU
5499,Crateromys australis,NA,NA,NA,DD
5502,Crateromys heaneyi,NA,NA,NA,EN
5501,Crateromys paulus,NA,NA,NA,DD
5500,Crateromys schadenbergi,NA,NA,NA,EN
16025,Cratogeomys castanops,NA,NA,NA,LC
136215,Cratogeomys fulvescens,NA,NA,NA,LC
16026,Cratogeomys fumosus,NA,NA,NA,LC
136647,Cratogeomys goldmani,NA,NA,NA,LC
16028,Cratogeomys merriami,NA,NA,NA,LC
136396,Cratogeomys perotensis,NA,NA,NA,LC
136249,Cratogeomys planiceps,NA,NA,NA,LC
5513,Cremnomys cutchicus,NA,NA,NA,LC
5514,Cremnomys elvira,NA,NA,NA,CR
5521,Cricetomys emini,NA,NA,NA,LC
5522,Cricetomys gambianus,NA,NA,NA,LC
5523,Cricetulus alticola,NA,NA,NA,LC
5524,Cricetulus barabensis,NA,NA,NA,LC
5525,Cricetulus kamensis,NA,NA,NA,LC
136746,Cricetulus lama,NA,NA,NA,LC
5526,Cricetulus longicaudatus,NA,NA,NA,LC
5528,Cricetulus migratorius,NA,NA,NA,LC
5527,Cricetulus sokolovi,NA,NA,NA,LC
136527,Cricetulus tibetanus,NA,NA,NA,LC
5529,Cricetus cricetus,NA,NA,NA,LC
40617,Crocidura aleksandrisi,NA,NA,NA,LC
5620,Crocidura allex,NA,NA,NA,VU
5595,Crocidura andamanensis,NA,NA,NA,CR
5558,Crocidura ansellorum,NA,NA,NA,EN
40618,Crocidura arabica,NA,NA,NA,LC
136270,Crocidura arispa,NA,NA,NA,LC
5596,Crocidura armenica,NA,NA,NA,DD
48296412,Crocidura attenuata,NA,NA,NA,LC
5621,Crocidura attila,NA,NA,NA,LC
5559,Crocidura baileyi,NA,NA,NA,LC
136726,Crocidura baluensis,NA,NA,NA,LC
40620,Crocidura batesi,NA,NA,NA,LC
5597,Crocidura beatus,NA,NA,NA,LC
5598,Crocidura beccarii,NA,NA,NA,LC
40621,Crocidura bottegi,NA,NA,NA,DD
5622,Crocidura bottegoides,NA,NA,NA,EN
136742,Crocidura brunnea,NA,NA,NA,LC
40622,Crocidura buettikoferi,NA,NA,NA,NT
5623,Crocidura caliginea,NA,NA,NA,LC
5560,Crocidura canariensis,NA,NA,NA,EN
136444,Crocidura caspica,NA,NA,NA,DD
41317,Crocidura cinderella,NA,NA,NA,LC
5561,Crocidura congobelgica,NA,NA,NA,LC
48296479,Crocidura cranbrooki,NA,NA,NA,DD
5562,Crocidura crenata,NA,NA,NA,LC
40624,Crocidura crossei,NA,NA,NA,LC
40625,Crocidura cyanea,NA,NA,NA,LC
40626,Crocidura denti,NA,NA,NA,LC
